Successfully loaded: saved_agents\deep_q_learning\random\random-10000
Iteration: 1, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.00974472239613533
Iteration: 52, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.009423460811376572
Iteration: 53, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005677435547113419
Iteration: 54, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.008581088855862617
Perfoming an random action
Iteration: 55, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005941900424659252
Iteration: 56, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0033972379751503468
Iteration: 57, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004790022037923336
Iteration: 58, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0041494513861835
Iteration: 59, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0034571546129882336
Iteration: 60, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0024440442211925983
Iteration: 61, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0003962181508541107
Collision detected, score: 0
Iteration: 62, learning state: observe, epsilon: 0.0075, did jump: No, reward: -1, Q_max: 0.0017225295305252075
Iteration: 63, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.001619858667254448
Iteration: 64, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00415383093059063
Iteration: 65, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00638301856815815
Iteration: 66, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0006342027336359024
Iteration: 67, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0014210222288966179
Iteration: 68, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.00043724197894334793
Iteration: 69, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0003449292853474617
Iteration: 70, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0018552988767623901
Iteration: 71, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.002821379341185093
Iteration: 72, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005376496817916632
Iteration: 73, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005158834625035524
Iteration: 74, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005859615746885538
Iteration: 75, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.002437031362205744
Iteration: 76, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0014892090111970901
Iteration: 77, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.002252996899187565
Iteration: 78, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 4.48739156126976e-05
Iteration: 79, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0012874118983745575
Iteration: 80, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0006162431091070175
Iteration: 81, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0019314270466566086
Iteration: 82, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.001413922756910324
Iteration: 83, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.002123415470123291
Iteration: 84, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0028987512923777103
Iteration: 85, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008397176861763
Iteration: 86, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0025195349007844925
Iteration: 87, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0033989385701715946
Collision detected, score: 0
Iteration: 88, learning state: observe, epsilon: 0.0075, did jump: No, reward: -1, Q_max: 0.0021700672805309296
Iteration: 89, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.000394478440284729
Iteration: 90, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005386034958064556
Iteration: 91, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.004693688824772835
Iteration: 92, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0010615084320306778
Iteration: 93, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.003378656692802906
Iteration: 94, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0014798445627093315
Iteration: 95, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00035334378480911255
Iteration: 96, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0017679156735539436
Iteration: 97, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.002086191438138485
Iteration: 98, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005170070566236973
Iteration: 99, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0043724654242396355
Iteration: 100, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.003417236264795065
Iteration: 101, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0037532420828938484
Iteration: 102, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0047527640126645565
Iteration: 103, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.003918151371181011
Iteration: 104, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0032853325828909874
Iteration: 105, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004802387673407793
Iteration: 106, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0015577496960759163
Iteration: 107, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.001332668587565422
Iteration: 108, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.00010597985237836838
Iteration: 109, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.002928490284830332
Iteration: 110, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0030294503085315228
Iteration: 111, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0058633675798773766
Iteration: 112, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004789407830685377
Iteration: 113, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004335916135460138
Iteration: 114, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.002399601973593235
Iteration: 115, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0034957900643348694
Iteration: 116, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0053724562749266624
Iteration: 117, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.003567006438970566
Iteration: 118, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.004647546447813511
Iteration: 119, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.005915219895541668
Iteration: 120, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.004363957326859236
Iteration: 121, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.003144068643450737
Iteration: 122, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0036300458014011383
Iteration: 123, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0012929756194353104
Iteration: 124, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.003910786472260952
Iteration: 125, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.003029247745871544
Iteration: 126, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.004723730031400919
Iteration: 127, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.006892801262438297
Iteration: 128, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.006170961074531078
Iteration: 129, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0031198719516396523
Iteration: 130, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.004054200369864702
Iteration: 131, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0031834477558732033
Iteration: 132, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.005024515558034182
Iteration: 133, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0005192290991544724
Iteration: 134, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0030913446098566055
Iteration: 135, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0015832819044589996
Collision detected, score: 0
Iteration: 136, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: -1, Q_max: -0.0018305890262126923
Iteration: 137, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0007355157285928726
Iteration: 138, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.007754187565296888
Iteration: 139, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.010190222412347794
Iteration: 140, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005779934581369162
Iteration: 141, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0014296472072601318
Iteration: 142, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.00022489670664072037
Iteration: 143, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0010067196562886238
Iteration: 144, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0006234664469957352
Iteration: 145, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0034183328971266747
Iteration: 146, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0009657908231019974
Iteration: 147, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.001625504344701767
Iteration: 148, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0026838290505111217
Iteration: 149, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005176476668566465
Iteration: 150, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005650958977639675
Iteration: 151, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00563843734562397
Iteration: 152, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0016668401658535004
Iteration: 153, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0011343983933329582
Iteration: 154, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008991323411464691
Iteration: 155, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0006038779392838478
Iteration: 156, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.000574043020606041
Iteration: 157, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0011950712651014328
Iteration: 158, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0015909168869256973
Iteration: 159, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0017581060528755188
Iteration: 160, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 8.70879739522934e-05
Iteration: 161, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.003593538887798786
Iteration: 162, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0028881137259304523
Collision detected, score: 0
Iteration: 163, learning state: observe, epsilon: 0.0075, did jump: No, reward: -1, Q_max: 0.0025536641478538513
Iteration: 164, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0020190998911857605
Iteration: 165, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006382708437740803
Iteration: 166, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0037194332107901573
Iteration: 167, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005795599892735481
Iteration: 168, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0009373389184474945
Iteration: 169, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005003664642572403
Iteration: 170, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004594935104250908
Iteration: 171, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0028003468178212643
Iteration: 172, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008488083258271217
Perfoming an random action
Iteration: 173, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0010890141129493713
Iteration: 174, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0030139251612126827
Iteration: 175, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005339952185750008
Perfoming an random action
Iteration: 176, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.004774799104779959
Iteration: 177, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0021045105531811714
Iteration: 178, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0023565771989524364
Iteration: 179, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0011561401188373566
Iteration: 180, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008004233241081238
Iteration: 181, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.002270813100039959
Iteration: 182, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0022749993950128555
Iteration: 183, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0005448758602142334
Iteration: 184, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.00043363217264413834
Iteration: 185, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -1.911912113428116e-05
Iteration: 186, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0019114790484309196
Iteration: 187, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0014735013246536255
Iteration: 188, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008898554369807243
Iteration: 189, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0006386330351233482
Iteration: 190, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0006592180579900742
Iteration: 191, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: -0.0006655603647232056
Iteration: 192, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0030557396821677685
Iteration: 193, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0030117444694042206
Iteration: 194, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0024966630153357983
Iteration: 195, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006366925314068794
Iteration: 196, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0032870564609766006
Iteration: 197, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0005232058465480804
Iteration: 198, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0024938806891441345
Iteration: 199, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 4.583783447742462e-05
Iteration: 200, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0038020936772227287
Iteration: 201, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0020216889679431915
Iteration: 202, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0022844672203063965
Iteration: 203, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0003057653084397316
Iteration: 204, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.002016602084040642
Iteration: 205, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0037999670021235943
Iteration: 206, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0033980002626776695
Iteration: 207, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.007643651217222214
Iteration: 208, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.005518287420272827
Iteration: 209, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.0030275932513177395
Iteration: 210, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.002371099777519703
Iteration: 211, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00213688425719738
Iteration: 212, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006721125915646553
Iteration: 213, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.009222092106938362
Iteration: 214, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0039461092092096806
Iteration: 215, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0012980606406927109
Iteration: 216, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0024649309925734997
Iteration: 217, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: -0.0012738490477204323
Iteration: 218, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005183128640055656
Iteration: 219, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005088718608021736
Iteration: 220, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.006169255822896957
Iteration: 221, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004213147796690464
Iteration: 222, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0004896866157650948
Iteration: 223, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0020041577517986298
Iteration: 224, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.002911727875471115
Iteration: 225, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00224970281124115
Iteration: 226, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0017252825200557709
Iteration: 227, learning state: observe, epsilon: 0.0075, did jump: Yes, reward: 0.1, Q_max: 0.004071120172739029
Iteration: 228, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.011468036100268364
Iteration: 229, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.00817786157131195
Collision detected, score: 0
Iteration: 230, learning state: observe, epsilon: 0.0075, did jump: No, reward: -1, Q_max: 0.006375714670866728
Iteration: 231, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0042568896897137165
Iteration: 232, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.011086245067417622
Iteration: 233, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.007955116219818592
Iteration: 234, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.007504034321755171
Iteration: 235, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0009373389184474945
Iteration: 236, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005003664642572403
Iteration: 237, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004594935104250908
Iteration: 238, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0028003468178212643
Iteration: 239, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0008488083258271217
Iteration: 240, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0010890141129493713
Iteration: 241, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0030139251612126827
Iteration: 242, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.005339952185750008
Iteration: 243, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.004774799104779959
Iteration: 244, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0021045105531811714
Iteration: 245, learning state: observe, epsilon: 0.0075, did jump: No, reward: 0.1, Q_max: 0.0023565771989524364
